17,4,41
18,4,10
19,4,20
20,4,18
21,4,5
22,4,5
23,4,13
24,4,6
26,4,35
27,4,20
28,4,15
33,4,10
58,4,4
59,4,8
60,4,10
61,4,35
66,4,10
68,4,10
115,6,15
117,6,2
119,4,30
120,4,20
121,4,15
122,4,25
123,11,20
124,11,20
125,4,12
126,4,5
127,4,25
128,4,11
129,4,20
130,4,150
131,4,20
132,4,10
133,4,10
134,4,5
135,4,5
136,4,20
137,4,5
138,4,5
139,4,10
140,4,18
141,4,26
155,4,40
178,4,20
179,4,10
180,4,20
181,4,10
182,4,20
183,4,20
208,1,2
209,1,2
219,4,3
220,4,2
221,4,2
222,4,1
224,12,5
225,4,5
226,4,3
227,4,4
228,4,3
229,4,40
230,4,5
231,4,5
232,4,7
234,4,50
294,13,5
295,13,4
329,12,2
349,12,1
350,12,1
351,12,2
352,4,16
353,4,4
354,4,6
355,4,23
356,4,20
357,4,12
358,4,41
359,4,23
360,4,12
361,4,14
389,4,112
402,4,12
405,4,11
461,4,17
462,4,17
473,4,6
474,4,41
475,4,5
478,12,3
479,4,14
480,4,41
481,4,3
482,4,17
483,4,2
484,4,7
485,4,9
486,4,3
488,4,9
489,4,10
492,12,20
493,4,1
495,4,25
496,4,10
497,4,32
499,4,2
500,4,1
501,4,35
502,4,10
503,4,26
504,4,2
505,4,3
512,4,9
513,4,11
514,4,8
515,4,5
516,4,5
517,4,14
518,4,14
520,4,9
521,4,3
522,4,9
