17,4,20
38,4,11
40,4,32
45,4,1
58,4,4
59,4,10
61,4,12
66,4,10
115,6,6
119,4,18
120,4,2
121,4,6
122,4,2
123,11,5
124,11,3
125,4,92
127,4,12
130,4,6
131,4,19
132,4,3
133,4,6
134,4,1
135,4,1
136,4,10
138,4,1
139,4,1
140,4,22
196,4,5
202,4,4
205,4,3
208,1,2
209,1,2
219,4,1
220,4,1
221,4,1
222,4,1
227,4,3
228,4,3
229,4,4
230,4,7
231,4,1
232,4,4
234,4,21
244,4,23
246,4,29
248,4,4
249,4,3
269,12,5
284,4,12
389,4,8
398,4,6
399,4,6
400,4,5
401,4,1
436,4,7
437,4,23
438,4,15
445,4,1
448,4,1
524,12,8
525,4,8
528,4,43
529,4,4
530,4,8
531,4,6
532,4,4
533,4,1
534,4,2
535,4,6
538,4,2
539,4,2
540,4,2
541,4,2
542,4,2
543,4,2
544,4,1
545,4,3
