17,4,33
59,4,4
115,6,15
117,6,2
125,4,12
128,4,13
155,4,40
208,1,2
209,1,3
219,4,3
222,4,1
224,12,15
225,4,5
226,4,3
227,4,4
228,4,3
229,4,15
230,4,15
231,4,2
232,4,7
234,4,50
58,4,4
66,4,15
492,12,5
493,4,5
494,4,4
495,4,41
496,4,17
497,4,19
498,4,2
499,4,2
500,4,2
501,4,19
502,4,8
503,4,25
506,4,3
507,4,17
509,4,225
510,4,33
511,4,8
512,4,21
513,4,4
514,4,4
515,4,5
516,4,4
517,4,7
518,4,7
520,4,7
521,4,3
522,4,8
523,4,2
461,4,11
462,4,11
473,4,4
474,4,34
475,4,6
476,4,2
477,4,28
478,12,2
479,4,10
480,4,26
481,4,7
482,4,55
483,4,11
484,4,3
485,4,25
486,4,4
488,4,15
489,4,15
490,4,10
491,4,3
244,4,50
524,12,8
525,4,8
528,4,43
529,4,4
530,4,8
531,4,6
532,4,4
533,4,1
534,4,2
535,4,6
538,4,2
539,4,2
540,4,2
541,4,2
542,4,2
543,4,2
544,4,1
545,4,3
349,12,1
350,12,1
351,12,2
352,4,16
353,4,4
354,4,6
355,4,23
356,4,20
357,4,12
358,4,41
359,4,23
360,4,12
361,4,14
389,4,92
