17,4,41
18,4,10
21,4,5
23,4,13
26,4,35
27,4,20
28,4,15
20,4,25
24,4,8
36,4,30
37,4,20
38,4,15
39,4,20
45,4,5
42,4,10
43,4,5
46,4,5
47,4,5
48,4,5
49,4,5
50,4,5
51,4,10
52,4,15
53,4,10
54,4,15
55,4,10
68,4,10
40,4,20
56,4,30
58,4,10
61,4,15
115,6,15
117,6,2
196,4,20
201,4,8
202,4,8
205,4,2
22,4,5
66,4,20
179,4,10
180,4,20
182,4,20
183,4,20
219,4,9
220,4,9
221,4,9
222,4,9
230,4,5
141,4,60
155,4,110
156,4,10
57,4,70
35,4,57
389,4,83
461,4,28
462,4,32
465,4,10
466,4,10
467,4,15
468,4,11
343,4,20
344,4,20
244,4,120
234,4,50
224,12,5
256,4,3
208,1,15
209,1,15
125,4,150
140,4,150
178,4,20
32,4,15
294,13,5
295,13,9
293,4,18
999,12,18
1800,4,20
1801,4,20
