17,4,50
18,4,25
20,4,25
21,4,8
23,4,12
24,4,15
26,4,15
29,4,10
57,4,70
58,4,10
35,4,9
66,4,9
115,6,2
125,4,99
244,4,99
130,4,99
230,4,10
474,4,20
475,4,20
476,4,20
477,4,20
479,4,20
480,4,9
481,4,9
482,4,9
483,4,9
484,4,9
485,4,9
486,4,9
488,4,20
489,4,20
490,4,9
491,4,9
493,4,9
494,4,9
495,4,9
496,4,9
497,4,9
498,4,9
501,4,9
502,4,9
503,4,9
506,4,9
507,4,9
509,4,99
510,4,99
511,4,9
512,4,9
513,4,9
514,4,9
515,4,9
516,4,9
517,4,9
518,4,9
521,4,9
522,4,9
        523,4,9
208,1,9
209,1,9
