61,4,18
66,4,13
115,6,15
117,6,15
125,4,39
155,4,6
178,4,8
179,4,3
180,4,14
181,4,5
182,4,21
208,1,2
209,1,1
230,4,7
234,4,51
246,4,14
269,12,3
273,4,6
274,12,1
276,12,1
293,4,2
324,4,4
352,4,7
389,4,3
398,4,17
401,4,1
402,4,3
403,4,2
405,4,3
407,4,2
415,4,2
461,4,10
462,4,10
619,4,1
620,4,10
621,4,10
622,4,1
624,4,2
625,4,2
627,4,1
628,4,9
629,4,6
630,4,7
631,4,21
632,4,3
854,4,2
855,4,3
856,4,1
857,4,18
858,4,10
859,4,15
860,4,12
861,4,6
862,4,4
863,4,2
864,4,10
870,4,1
871,4,1
1330,4,6
