17,4,37
18,4,37
20,4,37
21,4,37
22,4,37
23,4,37
24,4,37
26,4,37
27,4,20
28,4,37
32,4,37
34,4,37
35,4,37
38,4,37
40,4,37
45,4,37
57,4,37
58,4,37
59,4,37
60,4,37
61,4,37
66,4,37
68,4,37
115,6,37
117,6,37
119,4,37
120,4,37
121,4,37
122,4,37
123,11,37
124,11,37
125,4,37
127,4,37
129,4,200
130,4,200
131,4,37
132,4,37
133,4,37
134,4,37
135,4,37
136,4,37
138,4,37
139,4,37
140,4,37
178,4,37
179,4,37
180,4,37
181,4,37
182,4,37
183,4,37
196,4,37
208,1,10
209,1,10
225,4,37
226,4,37
227,4,37
228,4,37
234,4,37
359,4,37
360,4,37
361,4,37
389,4,37
390,4,37
391,4,37
392,4,37
393,4,37
396,4,37
397,4,37
398,4,37
399,4,37
400,4,37
401,4,37
402,4,37
403,4,37
404,4,37
405,4,37
