17,4,60
18,4,55
23,4,54
24,4,55
35,4,65
57,4,301
66,4,66
115,6,65
117,6,65
125,4,108
129,4,200
130,4,200
208,1,52
209,1,52
230,4,56
244,4,103
246,4,81
298,4,51
299,4,57
301,12,61
302,4,51
303,4,54
304,4,59
305,4,52
306,4,54
307,4,54
308,4,61
309,4,60
389,4,64
436,4,53
437,4,61
438,4,61
439,4,51
440,4,52
441,4,51
442,4,53
443,4,55
445,4,55
446,4,54
447,4,54
448,4,51
494,4,51
495,4,55
496,4,54
497,4,55
501,4,52
502,4,55
503,4,60
507,4,65
509,4,55
512,4,56
520,4,54
521,4,52
522,4,55
523,4,52
891,4,3
892,4,3
893,4,8
894,4,11
895,4,2
896,4,2
897,4,3
898,4,3
899,4,4
900,4,2
901,4,4
902,4,49
903,4,29
904,4,3
905,4,7
906,4,6
907,4,9
908,4,1
909,4,4
910,4,52
911,4,8
914,4,20
