17,4,50
18,4,50
19,4,50
20,4,50
21,4,50
22,4,50
23,4,50
24,4,50
27,4,25
28,4,25
29,4,20
32,4,20
33,4,50
35,4,50
36,4,100
37,4,100
38,4,25
40,4,25
45,4,25
57,4,100
58,4,50
59,4,50
60,4,50
61,4,50
65,4,25
66,4,50
67,4,50
68,4,50
115,6,50
117,6,70
119,4,18
120,4,10
121,4,6
122,4,2
123,11,5
124,11,3
125,4,92
126,4,10
127,4,90
129,4,100
130,4,100
131,4,19
132,4,10
133,4,10
134,4,10
135,4,10
136,4,50
137,4,50
138,4,50
139,4,50
140,4,22
155,4,50
156,4,50
196,4,5
202,4,4
205,4,3
208,1,2
209,1,2
219,4,1
220,4,1
221,4,1
222,4,1
227,4,3
228,4,3
229,4,4
230,4,7
231,4,1
232,4,4
234,4,21
244,4,23
246,4,29
248,4,4
249,4,3
269,12,5
284,4,12
349,12,1
350,12,1
351,12,2
352,4,16
353,4,4
354,4,6
355,4,23
356,4,20
357,4,12
358,4,41
359,4,23
360,4,12
361,4,14
389,4,8
398,4,6
399,4,6
400,4,5
401,4,1
436,4,7
437,4,23
438,4,15
445,4,1
448,4,1
524,12,9
525,4,9
528,4,49
529,4,9
530,4,9
531,4,9
532,4,9
533,4,9
534,4,9
535,4,9
538,4,9
539,4,9
540,4,9
541,4,9
542,4,9
543,4,9
544,4,9
545,4,9
815,4,20
816,4,20
817,4,20
818,4,20
819,4,20
820,4,20
821,4,20
822,4,20
823,4,20
824,4,20
825,4,20
826,4,20
827,4,20
828,4,20
829,4,20
830,4,20
831,4,20
832,4,20
833,4,20
963,4,10
964,4,10
965,4,10
966,4,10
967,4,10
968,4,10
969,4,10
970,4,10
971,4,10
972,4,10
973,4,10
974,4,10
977,4,10
978,4,10
979,4,10
982,4,10
1500,4,20
1501,4,20
1502,4,20
1503,4,20
1504,4,20
1505,4,20
1506,4,20
1507,4,20
1508,4,20
1509,4,20
1510,4,20
1511,4,20
