17,4,16
27,4,2
28,4,2
29,4,16
57,4,220
58,4,3
59,4,5
66,4,5
115,6,16
117,6,16
125,4,150
127,4,4
128,4,11
141,4,6
155,4,121
208,1,6
209,1,6
219,4,2
222,4,2
224,12,4
225,4,6
226,4,6
229,4,10
230,4,6
231,4,2
232,4,4
234,4,26
389,4,26
524,12,5
536,12,3
537,12,3
582,4,2
583,4,5
585,4,9
586,4,4
587,4,4
588,4,6
589,4,3
591,4,6
592,4,9
593,4,2
594,4,4
596,4,7
597,4,3
598,4,13
599,4,9
600,4,5
601,4,4
602,4,4
604,4,9
618,4,5
619,4,4
620,4,4
621,4,4
624,4,5
625,4,4
627,4,5
628,4,5
629,4,4
630,4,10
631,4,17
632,4,2
