16,0,14
17,4,30
18,4,6
20,4,3
23,4,7
24,4,10
32,4,2
33,4,11
35,4,15
57,4,20
65,4,5
66,4,6
67,4,8
115,6,15
117,6,15
125,4,42
144,4,14
147,4,8
150,4,2
152,4,1
155,4,94
157,4,8
208,1,2
209,1,1
230,4,5
367,4,8
370,4,4
371,4,10
372,4,6
375,4,8
376,4,18
377,4,8
381,4,1
383,4,2
384,4,1
387,4,2
388,4,3
389,4,65
480,4,16
488,4,6
489,4,6
493,4,1
494,4,4
495,4,2
497,4,4
498,4,1
501,4,17
503,4,15
506,4,2
512,4,13
517,4,3
518,4,2
523,4,2
618,4,9
620,4,4
621,4,4
622,4,1
623,4,2
624,4,3
625,4,1
626,4,1
627,4,1
628,4,11
629,4,2
630,4,5
631,4,10
632,4,2
