17,4,104
19,4,102
20,4,102
33,4,108
61,4,117
66,4,104
68,4,104
115,6,115
117,6,115
125,4,145
126,4,101
127,4,108
130,4,120
132,4,102
133,4,107
134,4,101
135,4,103
136,4,103
138,4,101
139,4,101
140,4,121
208,1,105
209,1,105
230,4,103
246,4,103
353,4,101
354,4,104
355,4,103
356,4,103
357,4,101
358,4,110
359,4,115
361,4,102
815,4,116
817,4,107
818,4,102
819,4,112
820,4,105
825,4,101
826,4,101
891,4,103
892,4,103
893,4,105
894,4,103
895,4,101
896,4,101
897,4,103
898,4,102
899,4,106
901,4,102
902,4,115
903,4,113
906,4,102
907,4,101
908,4,101
909,4,101
910,4,139
914,4,102
963,4,104
964,4,102
965,4,104
966,4,102
967,4,101
968,4,118
969,4,108
970,4,111
971,4,106
972,4,102
973,4,102
974,4,105
975,4,101
976,4,101
977,4,101
978,4,102
979,4,104
982,4,101
