17,4,18
18,4,18
20,4,18
22,4,18
32,4,18
34,4,18
35,4,18
38,4,11
40,4,32
45,4,1
57,4,18
58,4,4
59,4,18
60,4,18
61,4,12
66,4,18
68,4,18
115,6,6
119,4,18
120,4,2
121,4,6
122,4,2
123,11,5
124,11,3
125,4,92
127,4,12
130,4,6
131,4,19
132,4,3
133,4,6
134,4,1
135,4,1
136,4,18
138,4,1
139,4,1
140,4,22
178,4,18
179,4,18
180,4,18
181,4,18
182,4,18
183,4,18
196,4,9
202,4,9
205,4,9
208,1,9
209,1,9
219,4,9
220,4,9
221,4,9
222,4,9
225,4,18
226,4,18
227,4,9
228,4,9
229,4,18
230,4,9
231,4,9
232,4,9
234,4,21
244,4,23
246,4,29
248,4,4
249,4,3
269,12,5
284,4,12
343,4,20
344,4,9
349,12,1
350,12,1
351,12,18
352,4,18
353,4,18
354,4,18
355,4,18
356,4,18
357,4,18
358,4,18
359,4,18
360,4,18
361,4,14
389,4,18
390,4,18
391,4,18
392,4,18
393,4,18
396,4,18
397,4,18
398,4,6
399,4,6
400,4,5
401,4,1
402,4,18
403,4,18
404,4,18
405,4,18
