[header]
width=5
height=1200
tilewidth=40
tileheight=40
orientation=orthogonal

[tilesets]
tileset=../../../../../Tiled/tileMap01.png,40,40,0,0

[layer]
type=Level 1
data=
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
0,0,0,0,0,
185,185,186,185,185,
0,4,1,4,0,
0,4,1,4,0,
4,1,1,1,4,
4,1,1026,1,4,
219,0,1,0,220,
0,117,1,117,0,
181,117,2,117,181,
0,117,1,117,0,
1032,1,1,1,1032,
0,1023,1,1024,0,
0,0,1,0,0,
0,3,1,3,0,
0,3,1,3,0,
0,1032,1,1032,0,
0,1,1,1,0,
219,0,1,0,220,
6,0,0,0,6,
0,6,61,6,0,
0,269,83,269,0,
269,6,181,6,269,
6,0,0,0,6,
0,71,0,72,0,
0,269,6,269,0,
0,1032,0,1032,0,
255,60,61,60,255,
60,1033,0,1033,60,
1,60,61,60,60,
60,1033,0,1033,60,
60,1,61,1,60,
1,60,6,60,60,
0,14,6,14,0,
0,1029,6,1029,0,
0,1,1,1,0,
6,182,1029,182,6,
117,6,0,6,117,
117,0,61,0,117,
0,0,28,0,0,
1042,0,28,0,1042,
0,28,28,28,0,
0,0,28,0,0,
0,86,1,1,0,
181,1043,27,27,181,
0,27,27,27,0,
0,1,117,2,0,
117,1,117,1,117,
117,1,1,1,117,
0,1043,27,1043,0,
0,27,27,27,0,
181,181,117,182,181,
0,1,117,1,0,
0,27,27,27,0,
0,27,27,1043,0,
0,1,117,0,0,
0,1,117,1,0,
7,1,1,1,7,
7,182,1025,182,7,
0,7,1,7,0,
0,0,6,0,0,
0,0,0,0,0,
0,117,0,117,0,
219,0,117,0,220,
0,1,1038,1,0,
181,182,182,182,181,
0,0,117,0,0,
0,0,2,0,0,
0,6,13,6,0,
6,1,1,1023,6,
1,1,1032,1,1,
1,1023,0,0,266,
6,3,3,181,181,
0,6,1,1,0,
0,0,6,1,1,
2,0,0,4,1,
0,0,0,1,1,
1037,1,1,1,42,
0,0,0,6,0,
184,181,117,6,181,
0,117,1,6,0,
1033,1021,1,1022,1033,
0,1,1,1,0,
0,0,1,0,2,
0,1,6,0,0,
1,6,0,0,1036,
182,181,181,181,181,
1,1,0,0,2,
41,1,1,1,1036,
0,0,27,0,0,
0,27,27,1042,0,
0,1024,1,1,1,
0,1,1,1,1,
181,181,181,28,181,
0,0,1042,28,28,
0,1,1,1,1023,
0,1,1,1,1,
0,27,27,0,0,
0,0,27,27,0,
0,1,1031,1,1,
181,181,181,182,182,
0,1024,1,1,1,
0,0,28,28,0,
0,28,28,0,0,
1031,1,1,1,0,
1,1,0,0,0,
182,182,1,1023,181,
0,1,3,3,3,
0,0,3,3,1,
0,0,3,3,261,
0,0,0,2,0,
0,0,0,6,0,
0,0,1,6,0,
181,184,182,6,181,
1027,1,1,1033,0,
1,1,1,1,0,
28,28,0,0,0,
0,28,28,0,0,
0,0,28,28,0,
0,28,28,0,0,
1033,182,182,1028,181,
1,1,1,1,0,
0,0,28,28,0,
0,1027,1,1,1033,
0,1,1,1,1,
0,0,28,28,0,
0,1,1,1,0,
182,182,182,1028,182,
1,6,0,0,0,
1040,1040,6,0,0,
0,1040,1040,6,0,
0,0,1040,1040,6,
0,0,0,1040,1040,
181,181,181,181,181,
0,165,1,165,0,
2,1,1,1,2,
0,1,1,1,0,
0,4,1,4,0,
0,4,1,4,0,
0,0,2,0,0,
0,0,0,0,0,
1032,0,1,61,0,
1,1033,6,6,1033,
182,182,182,182,182,
0,0,0,0,0,
0,61,1,0,1032,
1033,6,6,1033,1,
1,1,1,1,1,
0,0,0,28,0,
0,28,28,28,0,
181,182,182,182,181,
1021,1033,1,1033,1022,
0,1,1,1,0,
0,0,0,28,0,
0,28,28,28,0,
0,1033,1,1033,0,
1021,1,1,1,1022,
182,181,181,182,182,
0,0,1,1,0,
0,1,1,0,0,
1,1,1,1,0,
6,1,1026,6,117,
6,1,1,6,117,
0,117,117,117,0,
181,181,117,181,181,
0,0,0,0,0,
0,220,0,219,0,
1,3,0,3,1,
1,3,3,3,1,
1,3,1027,3,1,
117,4,1,4,117,
117,182,182,182,117,
1042,28,28,28,1042,
117,117,117,1,117,
117,1,1,1,117,
1042,28,28,28,1042,
117,1,117,117,117,
117,182,182,182,117,
1042,28,28,28,1042,
117,1,1,1,117,
117,1,1039,1,117,
117,1,1,1,117,
0,0,1,1,0,
0,1,1,0,0,
1040,1040,181,181,181,
1040,1040,165,0,1,
1040,1040,1,165,1,
0,6,1,1,1,
0,0,6,1,1,
0,0,0,1,1,
0,0,0,1,2,
0,0,0,1,0,
28,1042,181,181,181,
0,0,0,28,1042,
2,0,0,0,0,
1040,1040,0,0,0,
0,1040,1040,0,0,
181,181,1040,1040,181,
0,1,1,165,0,
1,1,1,0,0,
0,165,0,0,0,
0,0,0,0,2,
0,0,0,0,1040,
0,0,0,6,1040,
0,0,6,1040,1040,
0,6,1040,1040,0,
181,1040,1040,181,181,
