[header]
width=5
height=1437
tilewidth=40
tileheight=40
orientation=orthogonal

[tilesets]
tileset=../../../../Tiled/tileMap1600.png,40,40,0,0

[layer]
type=块层 2
data=
186,186,186,186,186,
183,182,182,182,183,
0,21,1,21,0,
0,28,28,28,0,
21,1,1,1,21,
0,1,1,1,0,
0,27,0,27,0,
0,27,27,27,0,
0,27,25,27,0,
9,1,1,1,9,
0,6,6,6,0,
181,181,181,181,181,
0,2,0,2,0,
7,7,7,7,7,
0,28,28,28,0,
267,267,1,267,267,
0,27,27,27,0,
7,7,7,7,7,
0,0,0,0,0,
0,61,0,61,0,
267,13,1,13,267,
0,0,25,27,25,
1,1,1,1,1,
1,256,1,1,1,
1,1,1,1,1,
1,1,1,1,1,
0,25,27,25,0,
1,1,1,1,1,
1,1,1,1,1,
1,1,1,256,1,
1,1,1,1,1,
0,1,1,1,0,
267,1,1,1,267,
0,1,1,1,0,
0,0,1,0,0,
257,0,0,0,257,
181,181,181,181,181,
0,0,0,0,0,
0,2,257,2,0,
0,0,0,0,0,
257,0,0,0,257,
0,0,0,0,0,
0,0,2,0,0,
0,0,1,0,0,
0,0,0,0,0,
1,0,0,0,1,
1,2,0,2,1,
1,1,0,1,1,
257,0,0,0,257,
0,0,0,0,0,
0,2,0,2,0,
7,7,1,7,7,
0,1,1,1,0,
0,0,27,0,0,
182,182,182,182,182,
6,1,21,1,6,
0,1,1,1,0,
0,21,0,21,0,
0,0,61,0,0,
0,61,0,61,0,
0,0,0,0,0,
0,61,0,61,0,
0,13,1,13,0,
6,21,1,21,6,
0,1,1,1,0,
0,0,1,0,0,
0,165,1,165,0,
0,1,0,1,0,
0,0,0,0,0,
0,2,2,2,0,
0,1,1,1,0,
0,0,28,0,0,
6,1,1,1,6,
21,1,1,1,21,
6,1,21,1,6,
0,1,1,1,0,
0,0,1,0,0,
181,181,181,181,181,
0,2,0,2,0,
0,27,25,27,0,
1,1,1,1,1,
0,27,0,27,0,
21,1,1,1,21,
6,1,1,1,6,
183,181,181,181,183,
0,0,257,0,0,
0,0,0,0,0,
0,2,262,2,0,
21,2,2,2,21,
1,1,254,1,1,
21,1,1,1,21,
6,1,2,1,6,
0,1,1,1,0,
0,1,1,1,0,
2,0,1,0,2,
1,0,257,0,1,
1,0,0,0,1,
181,181,181,181,181,
2,0,0,0,2,
0,0,0,0,0,
257,2,2,2,257,
21,1,6,1,21,
2,1,6,1,2,
1,1,1,1,1,
1,1,1,1,1,
267,1,267,1,267,
1,267,1,267,1,
267,1,267,1,267,
2,21,2,21,2,
6,1,6,1,6,
0,6,0,6,0,
181,181,181,181,181,
0,0,257,0,0,
0,0,0,0,0,
257,0,0,0,257,
0,0,0,0,0,
255,0,0,0,255,
6,21,0,21,6,
6,1,21,1,6,
0,1,1,1,0,
0,269,269,0,0,
0,0,269,269,0,
0,0,0,269,269,
0,0,269,269,0,
0,269,269,0,0,
0,269,250,269,0,
0,27,27,27,0,
267,1,267,1,267,
0,1,1,1,0,
181,181,182,181,181,
0,2,0,2,0,
1,1,0,1,1,
1,1,0,1,1,
1,1,1,1,1,
256,1,1,1,256,
1,7,1,7,1,
1,7,0,7,1,
1,21,0,21,1,
1,1,0,1,1,
0,1,0,1,0,
0,1,0,1,0,
