[header]
width=5
height=1200
tilewidth=40
tileheight=40
orientation=orthogonal

[tilesets]
tileset=../WORK/滚动的天空/LV15/#笔刷图标/tileMap.png,40,40,0,0

[layer]
type=Level 5
data=
186,186,186,186,186,
960,1,349,1,952,
1,1,950,1,1,
1,1,1,1,1,
960,1,1,1,952,
1,1,1,1,1,
0,1,1,1,0,
0,0,1,0,0,
0,0,0,0,0,
0,0,61,0,0,
0,6,13,6,0,
6,1,1,1,6,
1,1,6,1,1,
0,949,1,949,0,
1,1,6,1,1,
0,1,1,1,0,
0,0,349,0,0,
0,0,0,0,0,
181,181,181,181,181,
945,0,2,0,945,
6,6,1120,6,6,
1,1120,81,1120,1,
1120,6,1120,6,1120,
2,1120,6,1120,2,
948,1,1120,1,948,
6,1,1,1,6,
0,6,1,6,0,
0,0,0,0,0,
0,0,61,0,0,
947,0,13,0,947,
1,1,1,1,349,
6,1,6,1,6,
6,6,6,6,6,
6,0,942,0,6,
183,181,183,181,183,
0,0,6,0,0,
1,0,0,0,1,
1,1,1,1,1,
61,0,0,0,61,
1,943,2,943,1,
1,0,6,0,1,
0,0,0,0,0,
0,0,61,0,0,
0,0,0,0,0,
2,0,61,0,2,
1,0,6,0,1,
1,1,6,1,1,
1,6,6,6,1,
0,6,6,6,0,
0,943,6,943,0,
0,6,6,6,0,
1,6,1,6,1,
1,1,1,1,1,
1,1,945,1,1,
0,27,0,27,0,
0,27,0,27,0,
181,181,181,181,181,
0,0,262,0,0,
0,0,6,0,0,
2,0,6,0,2,
6,0,0,0,6,
6,1,65,1,6,
0,0,6,0,0,
65,1,6,1,65,
6,0,0,0,6,
6,1,65,1,6,
0,0,0,0,0,
1,943,1,943,1,
1,14,61,14,1,
0,255,38,255,0,
0,1,0,1,0,
0,0,1,0,0,
0,1,61,1,0,
0,349,1,1,0,
1,13,13,13,1,
7,7,1,7,7,
0,1,1,1,0,
0,0,0,0,0,
0,117,943,117,0,
0,0,0,0,0,
949,2,2,86,949,
181,181,181,181,181,
0,0,117,0,0,
117,0,943,0,117,
2,0,117,0,0,
0,0,0,0,0,
61,0,0,0,0,
6,117,0,1,0,
7,7,1,946,1,
6,117,0,1,0,
7,7,117,0,0,
117,7,7,117,0,
0,117,7,7,117,
0,0,117,7,7,
0,1,0,117,6,
1,946,1,7,7,
0,1,0,117,6,
181,181,117,183,183,
0,117,7,7,117,
0,117,6,117,0,
117,117,6,117,117,
1,161,0,161,1,
117,117,61,117,117,
1,1,0,1,1,
117,117,61,117,117,
1,1,6,1,349,
1,1,1,1,1,
117,6,1,6,117,
117,943,6,943,117,
945,1,1,1,945,
1,1,1,1,1,
0,1,1,1,0,
181,181,181,181,181,
0,0,0,0,0,
2,0,0,0,2,
6,0,1,0,0,
0,1,63,81,943,
6,0,1,0,0,
6,0,0,0,2,
6,0,61,0,6,
0,0,6,0,6,
945,1,6,0,6,
0,0,6,0,0,
349,1,1,0,61,
1,1,943,1,13,
0,13,76,0,0,
0,0,0,0,0,
0,0,69,0,0,
0,0,0,0,0,
2,0,69,0,2,
0,2,0,2,0,
0,1,15,0,0,
0,0,1,943,0,
8,1,61,1,8,
8,8,14,8,8,
8,8,349,8,8,
8,8,1,8,8,
255,1,1,1,255,
1,952,1,960,1,
1,1,1,1,1,
0,1,1,1,0,
181,181,181,181,181,
0,0,0,0,0,
0,0,2,0,0,
0,0,28,0,0,
0,0,6,0,0,
0,0,27,0,0,
0,349,1,1,0,
1,165,0,1,1,
0,6,0,6,0,
0,6,6,6,0,
947,0,0,1,0,
0,0,0,28,0,
181,1,182,182,181,
1,1,1,165,1,
0,1,1,1,0,
0,1,1,0,0,
0,1,0,0,947,
0,27,0,0,0,
0,6,0,6,0,
1,6,6,6,1,
943,1,0,1,943,
1,1,0,1,349,
1,1,165,1,1,
1,6,6,6,1,
1,6,0,6,1,
0,1,0,1,0,
0,0,0,0,0,
117,117,0,117,117,
181,181,181,181,181,
0,0,255,0,0,
69,0,1,0,69,
0,72,0,0,0,
69,0,1,0,69,
0,0,0,71,0,
69,0,1,0,69,
0,0,1,0,0,
161,0,0,0,161,
14,349,61,1,14,
949,6,13,6,949,
1,1,1,1,1,
1,1,41,1,1,
1,1,1,1,1,
1,6,949,6,1,
42,1,1,1,1,
1,1,1,1,41,
182,182,182,182,182,
0,1,1,1,0,
0,0,28,0,0,
0,0,165,0,0,
0,0,28,0,0,
0,0,0,0,0,
2,0,0,949,0,
27,0,0,0,0,
1,0,2,0,0,
0,0,28,0,0,
0,0,349,0,2,
0,0,0,0,27,
0,949,0,0,1,
0,0,0,0,0,
0,0,0,0,0,
181,181,181,181,181,
106,1,1,2,0,
1,7,7,7,7,
1,1,1,947,1,
7,7,7,7,41,
117,1,1,1,117,
117,117,0,117,117,
117,0,0,0,117,
0,2,1,1,105,
7,7,7,7,349,
1,947,1,1,1,
42,7,7,7,7,
117,0,0,0,117,
117,1,61,1,117,
117,117,1,117,117,
181,181,181,181,181,
947,0,0,0,947,
2,2,0,2,2,
1,943,0,943,1,
117,117,0,117,117,
0,0,0,0,0,
0,0,2,0,0,
0,6,349,6,0,
6,6,1,6,6,
6,6,943,6,6,
6,1,6,1,6,
945,1,6,1,945,
0,1,6,1,0,
0,8,1,8,0,
8,8,1,8,8,
8,8,1,8,8,
349,1,81,1,1,
1,1,951,1,1,
7,7,7,7,7,
0,7,7,7,0,
1,952,6,960,1,
1,7,7,7,1,
1,1,1,1,1,
182,182,182,182,182,
0,1,942,1,0,
0,0,6,0,0,
0,6,1,6,0,
1,943,6,943,1,
1,1,1,1,349,
0,1,1,1,0,
0,0,1,0,0,
161,0,0,0,161,
117,0,0,0,117,
117,949,2,949,117,
1,1,1,1,1,
1,6,6,6,1,
1,117,0,117,1,
182,182,946,182,182,
349,6,0,6,1,
1,1,41,1,1,
1,6,0,6,1,
1,1,943,1,1,
117,1,0,1,117,
117,1,0,1,117,
945,6,0,6,945,
6,0,0,0,6,
0,1,61,1,0,
0,0,0,0,0,
0,0,0,0,0,
2,0,0,0,0,
349,952,0,0,2,
6,1,0,960,1,
0,6,0,1,6,
0,0,0,6,0,
184,181,181,181,181,
1,1,0,0,0,
1,1,0,1,0,
0,1,0,63,1,
0,0,0,943,261,
0,0,0,0,349,
0,0,2,0,0,
0,0,6,0,0,
0,7,7,943,0,
7,7,7,1,943,
0,7,7,7,1,
0,0,7,7,1,
255,0,0,7,1,
181,181,183,183,183,
947,948,1,1,0,
7,7,7,0,0,
349,1,0,0,2,
7,7,7,0,0,
0,1,1,948,947,
0,0,7,7,7,
2,0,0,1,1,
1,41,7,7,7,
1,1,1,1,349,
42,1,1,1,1,
6,1,943,1,6,
0,6,1,6,0,
182,182,182,182,182,
1,952,1,960,1,
